rank	term	pvalue	zscore	combinedscore	overlapping_genes	adjusted_pvalue			link	library	category	direction	cluster
1	leukemia	3.851798689733087e-16	2.8553161641930944	101.34322624669156	['EIF4A2', 'ITGB1', 'HSP90AB1', 'ITGAM', 'TNFAIP3', 'ADAR', 'ITGAL', 'IKZF3', 'ACTG1', 'SYNE1', 'AKAP13', 'SMCHD1', 'MPRIP', 'MYC', 'ARHGDIB', 'LONP1', 'RAC2', 'PIP4K2A', 'EP300', 'ST6GAL1', 'SYK', 'ITGA4', 'FNBP1', 'PRKCB', 'TPM3', 'TSC22D3', 'CYBB', 'HBA2', 'PAX5', 'HBA1', 'ARID1A', 'TGFBR2', 'KAT6A', 'PECAM1', 'IRF8', 'TMBIM6', 'XIST', 'DOCK2', 'CD44', 'NOTCH1', 'KMT2A', 'PRKDC', 'FLII', 'MYCBP2', 'CSF2RB', 'PTGS2', 'SAMHD1', 'THBS1', 'SOCS3', 'INPP5D', 'NSD1', 'UCP2', 'CCL4', 'CCL3', 'MAPK1', 'SF3B1', 'STAT5B', 'CREBBP', 'STAT1', 'CFLAR', 'KLF4', 'DIAPH1', 'SELL', 'WNK1', 'GNB1', 'IL2RB', 'ATM', 'CALM1', 'IL7R']	3.785547752269678e-12	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	DisGeNET	Diseases	up	0
2	Breast Carcinoma	7.416755900310378e-15	1.9097142145046033	62.13261812816117	['EIF4A2', 'WIPF1', 'CCL4L2', 'HNRNPU', 'IRS2', 'IKZF3', 'PREX1', 'RASSF3', 'MPRIP', 'MYC', 'LONP1', 'CAPN2', 'PIP4K2A', 'EP300', 'DIP2A', 'GLUL', 'SLC38A1', 'PRKCB', 'ARRDC3', 'CYBB', 'ACTN4', 'ATP11A', 'MPEG1', 'EEF1A1', 'KAT6A', 'XIST', 'SRSF5', 'UTRN', 'KMT2D', 'ZNF395', 'NOTCH1', 'KMT2A', 'PRKDC', 'FLII', 'ZC3HAV1', 'STK4', 'ZFP36L1', 'SOCS3', 'NLRP3', 'ARGLU1', 'STAT5B', 'HSPA8', 'CREBBP', 'PRG2', 'IGF2R', 'CYLD', 'HNRNPK', 'WNK1', 'CCDC88C', 'GNB1', 'GNAS', 'ATM', 'CALM1', 'IL7R', 'ITM2B', 'EIF4G2', 'ITGB1', 'SMG1', 'CIITA', 'DDX3X', 'HSP90AB1', 'ITGAM', 'DOCK8', 'TNFAIP2', 'ATP2A3', 'TNFAIP3', 'PTPRJ', 'ADAR', 'ITGAL', 'PPP1R9B', 'SYNE1', 'AKAP13', 'PSD4', 'ANXA6', 'CD53', 'CAP1', 'ACTR2', 'SYK', 'ITGA4', 'NCOA4', 'PAX5', 'ARID1A', 'ARID1B', 'YWHAZ', 'RHOA', 'TGFBR2', 'RBL2', 'PTP4A2', 'OAS3', 'CANX', 'PECAM1', 'IRF8', 'BIRC6', 'TMBIM6', 'EVL', 'CD44', 'PTGS2', 'THBS1', 'UCP2', 'CCL4', 'RPS3', 'MAPK1', 'STAT6', 'SF3B1', 'EIF4B', 'MAP3K1', 'NORAD', 'SEMA4D', 'STAT1', 'ATP2B4', 'CFLAR', 'KLF4', 'MARCKS', 'NIN', 'STK17B', 'HNRNPA2B1', 'MEGF9', 'TNRC6B']	3.6445938494125194e-11	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	DisGeNET	Diseases	up	0
3	Lymphoma	1.3031961988997143e-14	3.257098785347972	104.13391508430153	['EIF4A2', 'ITGB1', 'CIITA', 'ITGAM', 'TRRAP', 'TNFAIP3', 'PTPRJ', 'ITGAL', 'IKZF3', 'LYST', 'SMCHD1', 'MYC', 'LONP1', 'RAC2', 'EP300', 'SYK', 'ITGA4', 'PRKCB', 'TPM3', 'PAX5', 'ARID1A', 'RHOA', 'TGFBR2', 'RBL2', 'PTP4A2', 'IRF8', 'CD44', 'KMT2D', 'NOTCH1', 'KMT2A', 'PRKDC', 'FLII', 'PTGS2', 'THBS1', 'INPP5D', 'CCL4', 'CCL3', 'NLRP3', 'MAPK1', 'STAT6', 'SF3B1', 'STAT5B', 'DYNC1H1', 'CREBBP', 'STAT1', 'LAPTM5', 'HUWE1', 'CFLAR', 'KLF4', 'WNK1', 'ATM', 'CALM1', 'ITM2B']	4.269270747595464e-11	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	DisGeNET	Diseases	up	0
4	Multiple Myeloma	1.5219249699551163e-14	3.2446860613184447	103.23363043987352	['EIF4A2', 'ITGB1', 'RPL5', 'SMG1', 'CIITA', 'HSP90AB1', 'CLSTN1', 'TNFAIP3', 'PTPRJ', 'ITGAL', 'IKZF3', 'PREX1', 'MYC', 'LONP1', 'ANXA6', 'EP300', 'CD53', 'SLC38A1', 'ITGA4', 'TSC22D3', 'PAX5', 'TAPBP', 'OAS3', 'CANX', 'PECAM1', 'CD44', 'KMT2D', 'NOTCH1', 'KMT2A', 'PRKDC', 'PTGS2', 'THBS1', 'SOCS3', 'INPP5D', 'CCL4', 'CCL3', 'MAPK1', 'SF3B1', 'STAT5B', 'HSPA8', 'CREBBP', 'STAT1', 'LAPTM5', 'CFLAR', 'KLF4', 'CYLD', 'MARCKS', 'HNRNPK', 'SELL', 'WNK1', 'IL2RB', 'ATM', 'CALM1']	3.739369651179721e-11	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	DisGeNET	Diseases	up	0
5	Malignant neoplasm of breast	2.961427185804699e-14	1.875328778509368	58.417466607306764	['EIF4A2', 'WIPF1', 'CCL4L2', 'HNRNPU', 'IRS2', 'IKZF3', 'PREX1', 'RASSF3', 'MPRIP', 'MYC', 'LONP1', 'CAPN2', 'EP300', 'DIP2A', 'GLUL', 'SLC38A1', 'ARRDC3', 'CYBB', 'ACTN4', 'MPEG1', 'EEF1A1', 'OBSCN', 'KAT6A', 'XIST', 'SRSF5', 'UTRN', 'KMT2D', 'ZNF395', 'NOTCH1', 'KMT2A', 'PRKDC', 'FLII', 'BOD1L1', 'UBR4', 'STK4', 'ZFP36L1', 'SOCS3', 'ARGLU1', 'STAT5B', 'HSPA8', 'CREBBP', 'PRG2', 'IGF2R', 'PRRC2A', 'CYLD', 'HNRNPK', 'WNK1', 'CCDC88C', 'GNB1', 'GNAS', 'ATM', 'CALM1', 'IL7R', 'ITM2B', 'EIF4G2', 'ITGB1', 'SMG1', 'CIITA', 'DDX3X', 'HSP90AB1', 'ITGAM', 'DOCK8', 'TNFAIP2', 'ATP2A3', 'TNFAIP3', 'PTPRJ', 'ADAR', 'SYNE2', 'PPP1R9B', 'SYNE1', 'AKAP13', 'PSD4', 'ANXA6', 'RAC2', 'LRRFIP1', 'SPTAN1', 'CAP1', 'ACTR2', 'SYK', 'ITGA4', 'NCOA4', 'ARID1A', 'ARID1B', 'YWHAZ', 'RHOA', 'TGFBR2', 'RBL2', 'PTP4A2', 'OAS3', 'CANX', 'PECAM1', 'IRF8', 'BIRC6', 'TMBIM6', 'EVL', 'CD44', 'NLRC5', 'PTGS2', 'THBS1', 'UCP2', 'CCL4', 'RPS3', 'MAPK1', 'STAT6', 'SF3B1', 'EIF4B', 'MAP3K1', 'NORAD', 'SEMA4D', 'STAT1', 'ATP2B4', 'CFLAR', 'KLF4', 'MARCKS', 'NIN', 'STK17B', 'HNRNPA2B1', 'MEGF9']	5.820981276417717e-11	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	DisGeNET	Diseases	up	0
1	MP:0000219 increased neutrophil cell number	2.653129712721952e-19	11.281079373674475	482.52985876178775	['AKNA', 'ITGAM', 'KMT2A', 'WDR1', 'PRKDC', 'STK4', 'ITGAL', 'IKZF3', 'THBS1', 'PREX1', 'SOCS3', 'INPP5D', 'RAC2', 'NLRP3', 'NCKAP1L', 'ST6GAL1', 'SYK', 'STAT1', 'IL10RA', 'CYBB', 'SETX', 'DIAPH1', 'IL2RB', 'IRF8', 'DOCK2']	1.3958115418630189e-15	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	0
2	MP:0005017 decreased B cell number	8.098669394860926e-17	8.420779893768623	312.0088149141088	['FCMR', 'KMT2A', 'WIPF1', 'PRKDC', 'STK4', 'ITGAL', 'IKZF3', 'AKAP13', 'INPP5D', 'ARHGDIB', 'RAC2', 'EP300', 'NCKAP1L', 'CREBBP', 'SYK', 'ITGA4', 'PRKCB', 'STAT1', 'PAX5', 'ARHGAP30', 'KAT6A', 'IL2RB', 'IRF8', 'IL7R', 'DOCK2', 'PIK3AP1']	2.1303549843181664e-13	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	0
3	MP:0008079 decreased CD8-positive, alpha-beta T cell number	3.2633056504758956e-14	8.831136062574908	274.2372476118714	['STAT5B', 'PRKDC', 'STAT1', 'DOCK8', 'NLRC5', 'STK4', 'ITGAL', 'TAPBP', 'CYLD', 'DIAPH1', 'ARHGAP30', 'INPP5D', 'IL2RB', 'RAC2', 'IRF8', 'NCKAP1L', 'ATM', 'LCP2', 'IL7R', 'DOCK2', 'CD44']	5.722750342384562e-11	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	0
4	MP:0005016 decreased lymphocyte cell number	1.2346440372068601e-13	9.598140991639514	285.28385071255957	['CREBBP', 'ITGA4', 'WIPF1', 'PRKDC', 'STAT1', 'IL10RA', 'STK4', 'ITGAL', 'IKZF3', 'SETX', 'DIAPH1', 'INPP5D', 'EP300', 'NLRP3', 'IRF8', 'NCKAP1L', 'ATM', 'IL7R', 'DOCK2']	1.6238655699363228e-10	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	0
5	MP:0010844 increased effector memory CD4-positive, alpha-beta T cell number	1.899238200904089e-13	18.318889593461567	536.5997231741919	['PRKDC', 'STAT1', 'DOCK8', 'ATP11A', 'STK4', 'DIAPH1', 'ARHGAP30', 'INPP5D', 'IL2RB', 'RAC2', 'NCKAP1L', 'ATM', 'DOCK2']	1.9983784349912823e-10	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	MGI_Mammalian_Phenotype_Level_4_2019	Phenotypes	up	0
1	Autosomal dominant inheritance (HP:0000006)	2.4208167519123135e-08	2.6915421828407102	47.200433400444616	['RPL5', 'KMT2D', 'CIITA', 'NOTCH1', 'KMT2A', 'SFTPA2', 'EPB41', 'DOCK8', 'ADAR', 'SAMHD1', 'SYNE2', 'ACTG1', 'SYNE1', 'NSD1', 'EP300', 'NLRP3', 'SPTAN1', 'DYNC1H1', 'CREBBP', 'MAP3K1', 'STAT1', 'TPM3', 'NCOA4', 'HBA2', 'HBA1', 'ARID1A', 'ARID1B', 'IGF2R', 'TGFBR2', 'SETX', 'CYLD', 'DIAPH1', 'WNK1', 'GNAS', 'CALM1', 'SNRNP200', 'ITM2B', 'VCL']	4.3066330016520056e-05	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Phenotype_Ontology	Phenotypes	up	0
2	Recurrent fungal infections (HP:0002841)	1.3099709509841276e-06	16.61819692563357	225.1018794485809	['CIITA', 'STAT1', 'DOCK8', 'CYBB', 'STK4', 'IL17RA']	0.0011652191609003815	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Phenotype_Ontology	Phenotypes	up	0
3	Recurrent skin infections (HP:0001581)	1.6204808816694478e-06	16.06425702811245	214.18132710412405	['CIITA', 'STAT1', 'IL10RA', 'CYBB', 'LYST', 'IL17RA']	0.0009609451628299825	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Phenotype_Ontology	Phenotypes	up	0
4	Recurrent viral infections (HP:0004429)	1.8540861702912508e-05	14.874312063067084	162.06356568293754	['CIITA', 'STAT1', 'DOCK8', 'CYBB', 'STK4']	0.008246048242370338	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Phenotype_Ontology	Phenotypes	up	0
5	Skin ulcer (HP:0200042)	0.00011614673893706689	5.445510856987271	49.339901574830456	['WIPF1', 'WNK1', 'STAT1', 'DOCK8', 'CYBB', 'LYST', 'IL17RA', 'TAPBP']	0.0413250097138084	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Phenotype_Ontology	Phenotypes	up	0
1	CD8+ Tcells	1.4488998767427555e-16	5.0701143444208725	184.9098938151182	['TMEM63A', 'TRRAP', 'WIPF1', 'MYCBP2', 'USP34', 'ZC3HAV1', 'CHD3', 'ITGAL', 'ADD3', 'SYNE2', 'SYNE1', 'STK10', 'SMCHD1', 'ABLIM1', 'PSD4', 'EP400', 'SF3B1', 'STAT5B', 'MBNL1', 'SLC38A1', 'SEMA4D', 'ATP8B2', 'ITGA4', 'STAT1', 'VPS13C', 'SMARCA2', 'INPP4A', 'RBL2', 'CYLD', 'HNRNPH1', 'ATM', 'BIRC6', 'LCP2', 'EVL', 'ESYT1', 'XIST', 'IL7R', 'CDC42SE2']	1.2170758964639147e-14	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Gene_Atlas	Cell Type	up	0
2	CD33+ Myeloid	2.2414444036060944e-16	4.731739919915302	170.50465665576425	['MTPN', 'DDX3X', 'ITGAM', 'FGL2', 'UBR4', 'TNFAIP2', 'TNFAIP3', 'IRS2', 'SAMHD1', 'ADCY7', 'LYST', 'STX11', 'TGOLN2', 'AKAP13', 'CAPN2', 'NLRP3', 'LRRFIP1', 'CCNL1', 'CAP1', 'ACTR2', 'SYK', 'APLP2', 'CYBB', 'ATP11A', 'CFLAR', 'KLF4', 'MPEG1', 'MED13L', 'IL17RA', 'SETX', 'DIAPH1', 'ARHGAP30', 'STK17B', 'OAS3', 'CTDSP2', 'PECAM1', 'KCTD12', 'DOCK2', 'CD44', 'MEGF9']	9.414066495145597e-15	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Gene_Atlas	Cell Type	up	0
3	CD56+ NKCells	2.405362547010732e-16	4.486029223276083	161.33403354240767	['MTPN', 'AKNA', 'ITGAM', 'WIPF1', 'HP1BP3', 'STK4', 'ITGAL', 'ADD3', 'ADCY7', 'SYNE2', 'ADD1', 'SYNE1', 'PREX1', 'AKAP13', 'STK10', 'INPP5D', 'PSD4', 'CCL4', 'ANXA6', 'RAC2', 'MAPK1', 'NCKAP1L', 'DIP2A', 'SBF1', 'ACTR3', 'SUN2', 'ACTR2', 'SEMA4D', 'IL10RA', 'ARRDC3', 'CFLAR', 'INPP4A', 'SETX', 'RBL2', 'PTP4A2', 'DIAPH1', 'ARHGAP30', 'BIN2', 'CCDC88C', 'IL2RB', 'LCP2', 'ESYT1']	6.735015131630049e-15	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Gene_Atlas	Cell Type	up	0
4	CD4+ Tcells	7.789010127159522e-16	5.2743808253652515	183.48857639975492	['TMEM63A', 'WIPF1', 'USP34', 'TNFAIP3', 'ZC3HAV1', 'CHD3', 'ADD3', 'SYNE1', 'AKAP13', 'STK10', 'SMCHD1', 'DIP2A', 'SBF1', 'SF3B1', 'ARGLU1', 'EIF4B', 'STAT5B', 'ST6GAL1', 'MBNL1', 'ATP8B2', 'STAT1', 'VPS13C', 'TSC22D3', 'SMARCA2', 'RBL2', 'CYLD', 'HNRNPH1', 'LUC7L3', 'ATM', 'BIRC6', 'LCP2', 'EVL', 'ESYT1', 'IL7R', 'TNRC6B']	1.6356921267034997e-14	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Gene_Atlas	Cell Type	up	0
5	WholeBlood	7.097211379821373e-09	3.9066772928289035	73.30318899511013	['CDC42SE1', 'NOTCH1', 'RNF19B', 'CSF2RB', 'LYST', 'SMCHD1', 'ARHGDIB', 'TAGAP', 'STAT6', 'LRRFIP1', 'CD53', 'CAP1', 'ACTR3', 'STAT5B', 'CREBBP', 'NCOA4', 'CYBB', 'CFLAR', 'PNRC1', 'IGF2R', 'SELL', 'STK17B', 'PECAM1', 'LRP10', 'MEGF9']	1.1923315118099907e-07	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Human_Gene_Atlas	Cell Type	up	0
1	follicular B-cells	2.1068479532609176e-06	3.063664275676504	40.04306506736699	['ST6GAL1', 'SMG1', 'CIITA', 'AKNA', 'WIPF1', 'ANKRD44', 'BAZ2A', 'PAX5', 'RCSD1', 'ARID1A', 'ADD3', 'IKZF3', 'IL17RA', 'ZFP36L1', 'TGFBR2', 'ABLIM1', 'SELL', 'STK17B', 'NSD1', 'PSD4', 'CCDC88C', 'EVL', 'SF3B1']	0.00020225740351304807	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Mouse_Gene_Atlas	Cell Type	up	0
2	NK cells	1.1557971385550694e-05	2.7614193695559517	31.392188725408616	['CREBBP', 'MBNL1', 'MAP3K1', 'NOTCH1', 'ITGA4', 'WIPF1', 'FLII', 'BAZ2A', 'NLRC3', 'ZC3HAV1', 'SSH2', 'ITGAL', 'IKZF3', 'PREX1', 'SELL', 'IL2RB', 'ANXA6', 'EP400', 'EP300', 'BIRC6', 'LRRFIP1', 'DOCK2', 'ARGLU1']	0.0005547826265064333	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Mouse_Gene_Atlas	Cell Type	up	0
3	spleen	0.000255072443694159	5.622489959839358	46.52027367200024	['ST6GAL1', 'AKNA', 'ARHGAP30', 'IL2RB', 'EVL', 'RCSD1', 'ITGAL']	0.008162318198213088	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Mouse_Gene_Atlas	Cell Type	up	0
4	mast cells	0.0007712149382277667	2.4954185674737785	17.886020995196425	['STAT5B', 'WIPF1', 'IL10RA', 'DOCK8', 'LAPTM5', 'ATP2A3', 'CSF2RB', 'STK4', 'RBL2', 'INPP5D', 'UCP2', 'RAC2', 'PIP4K2A', 'LCP2', 'ESYT1', 'MS4A2']	0.0185091585174664	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Mouse_Gene_Atlas	Cell Type	up	0
5	macrophage bone marrow 6hr LPS	0.0208832212776879	1.7604665236287618	6.810909174654816	['SLFN5', 'ITGAM', 'FGL2', 'CYBB', 'PTPRJ', 'CFLAR', 'PTGS2', 'SAMHD1', 'SOCS3', 'SNX18', 'ARHGAP30', 'PSD4', 'CCL4', 'CCL3', 'LCP2', 'PIK3AP1']	0.40095784853160765	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	Mouse_Gene_Atlas	Cell Type	up	0
1	DENDRITIC CELL	2.292458255237187e-14	2.5317158096982055	79.51250115464445	['RPL5', 'CIITA', 'ITGAM', 'CCNI', 'YWHAB', 'WIPF1', 'DOCK8', 'TNFAIP2', 'TNFAIP3', 'LYST', 'ACTG1', 'SMCHD1', 'ARHGDIB', 'RAC2', 'LRRFIP1', 'CCNL1', 'TRIM22', 'CD53', 'CAP1', 'ACTR3', 'ACTR2', 'MBNL1', 'SYK', 'ITGA4', 'FNBP1', 'PRKCB', 'TPM3', 'VPS13C', 'TSC22D3', 'ANKRD44', 'CYBB', 'YWHAZ', 'RHOA', 'MPEG1', 'EEF1A1', 'PTP4A2', 'IRF8', 'LCP2', 'SRSF5', 'KCTD12', 'DOCK2', 'WDFY4', 'CD44', 'CDC42SE1', 'MTPN', 'FGL2', 'CSF2RB', 'PTGS2', 'STK4', 'SAMHD1', 'STX11', 'ZFP36L1', 'INPP5D', 'UCP2', 'NLRP3', 'NCKAP1L', 'SF3B1', 'ARGLU1', 'FYB1', 'MAP3K1', 'IL10RA', 'PRG2', 'LAPTM5', 'CFLAR', 'KLF4', 'SETX', 'ARHGAP30', 'SELL', 'STK17B', 'ATM', 'CALM1', 'PIK3AP1', 'CDC42SE2']	2.475854915656162e-12	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	ARCHS4_Tissues	Cell Type	up	0
2	CORD BLOOD	5.7296769064944096e-11	2.28894854027509	53.97976271533523	['RPL5', 'ITGAM', 'YWHAB', 'DOCK8', 'TNFAIP3', 'ITGAL', 'LYST', 'ACTG1', 'SMCHD1', 'ARHGDIB', 'TAGAP', 'ANXA6', 'RAC2', 'PIP4K2A', 'LRRFIP1', 'CCNL1', 'CD53', 'CAP1', 'ACTR3', 'ACTR2', 'MBNL1', 'SYK', 'ITGA4', 'FNBP1', 'PRKCB', 'TPM3', 'TSC22D3', 'CYBB', 'HBA2', 'HBA1', 'MPEG1', 'EEF1A1', 'PTP4A2', 'BIN2', 'HNRNPH1', 'IRF8', 'LCP2', 'KCTD12', 'DOCK2', 'WDFY4', 'CD44', 'MTPN', 'PRKDC', 'FGL2', 'CSF2RB', 'ZC3HAV1', 'STK4', 'SAMHD1', 'STX11', 'INPP5D', 'UCP2', 'NLRP3', 'NCKAP1L', 'FYB1', 'MAP3K1', 'IL10RA', 'PRG2', 'LAPTM5', 'KLF4', 'SMARCA2', 'DIAPH1', 'ARHGAP30', 'SELL', 'STK17B', 'CALM1', 'PIK3AP1']	3.0940255295069814e-09	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=76d99df0bac65f83911a41fad8c71cc9	ARCHS4_Tissues	Cell Type	up	0
